Status,Assignment,Assignment Reason,Date Assigned,Application,POC,IT Manager,Shared Server,Priority,PCI,Score Range,MAX Sev,Asset Risk,Due Date,"Policy
Due Date",QID,Remediation Notes,GRC,GRC Expiration,Server Name,IP,Port,Title,Exploit Sources,OS,Asset Family,Asset Tags,Data Source,Instance,First Detected,Last Detected,Last Assignment Update,Reopened,Sev Low,Sev Medium,Sev High,Sev Critical,"SLAMonth
Low","SLAMonth
Medium","SLAMonth
High",SLAMonth Critical,"Met SLA
Low","Met SLA
Medium","Met SLA
High","Met SLA
Critical",Vuln ID,TotalCVEs,Results,Application SVP,Overdue Total CVEs
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330252,,,,prdpcd1b.caremarkrx.net,10.93.8.83,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory30),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,8,0,0,,2026-10-01 00:00:00,,,0,8,0,0,225239404_330252,8,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAMPAIGN MANAGEMENT TOOL (CMT PBM), CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CLINICAL AUTHORIZATION SYSTEM (CAS), DIGITAL SPECIALTY WEB (Desktop), ENTERPRISE UMS WEB ADMIN TOOL, GDX CASH RECON, GDX INVOICING, MAIL ORDER (LINKS), PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, REBATE CLIENT REGISTRATION, REBATES RCI MANAGER, RXARCHITECT, RXENROLL",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,tstihs2c.caremarkrx.net,10.93.70.20,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225239709_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,paz1cpwad2a1.caremarkrx.net,10.93.71.249,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225242104_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,tsteds4b.caremarkrx.net,204.99.43.51,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225282633_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,prdpcd1b.caremarkrx.net,10.93.8.83,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225239404_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, IBM TIVOLI LDAP",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330252,,,,tsteds6a.caremarkrx.net,204.99.45.123,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory30),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,8,0,0,,2026-10-01 00:00:00,,,0,8,0,0,225287654_330252,8,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), ENTERPRISE SERVICES LAYER (ESL)",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,prdpcd1a.caremarkrx.net,10.93.8.82,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225240256_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-LINUX,"4_Title Search:%Red Hat% ApplicationMatch:_Rule:1076021_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Naveed, Nada; Lee, Earnest; Arshad, Laraib; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen",,,,Medium Risk (40-59),55,"T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,6052052,,,,rri2digadl16v.corp.cvscaremark.com,10.249.9.41,,Red Hat Update for gnutls (RHSA-2026:34372),,RHEL 7.9,Linux,,"CrowdStrike, Qualys_CSAM, Satellite, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,2,1,0,0,2027-07-01 00:00:00,2026-10-01 00:00:00,,,2,1,0,0,236676503_6052052,3,"Package Installed Version Required Version
gnutls 0:3.3.29-9.el7_6.x86_64 0:3.3.29-9.el7_9.1","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330252,,,,paz1cpwapa1c.caremarkrx.net,10.93.23.100,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory30),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,8,0,0,,2026-10-01 00:00:00,,,0,8,0,0,225239656_330252,8,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,paz1cpwas2a1b.caremarkrx.net,10.93.77.21,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225239667_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330252,,,,paz1cpwapa1a.caremarkrx.net,10.93.23.72,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory30),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,8,0,0,,2026-10-01 00:00:00,,,0,8,0,0,225241859_330252,8,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,paz1cpwas1a1b.caremarkrx.net,10.93.75.221,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225246821_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,tsteds5b.caremarkrx.net,204.99.44.191,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225246957_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-MIDDLEWARE WEBENG,"4_Title Search:IBM WebSphere Application Server% ApplicationMatch:_Rule:3891608_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Chavez, Tyrone; Thompson, Kevin; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),40,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,387745,,,,paz1cpwacta1.caremarkrx.net,10.94.53.102,,IBM WebSphere Application Server Multiple Vulnerabilities (7277546),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,1,0,0,,2026-10-01 00:00:00,,,0,1,0,0,225250744_387745,1,Install Path: /WebSphere/AppServer90 - product name=IBM WebSphere Application Server Network Deployment  version9.0.5.23/version      package id=9.0.5.15-WS-WAS-IFPH65941 kind=fix name=9.0.5.15-WS-WAS-IFPH65941 version=9.0.5015.20250429_2224      package id=9.0.5.15-WS-WAS-IFPH66674 kind=fix name=9.0.5.15-WS-WAS-IFPH66674 version=9.0.5015.20250619_1703   version8.0.8.40/version,"Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,tsteds5a.caremarkrx.net,204.99.44.190,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225248432_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), MAIL ORDER (LINKS), PeopleSafe, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,tstihs9a.caremarkrx.net,10.94.52.19,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225251782_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, IBM TIVOLI LDAP",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,tsteds1.caremarkrx.net,204.99.40.45,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,293065888_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),49,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330252,,,,eaz1etlapa1b.caremarkrx.net,10.93.10.128,,IBM Advanced Interactive eXecutive (AIX) Bind Multiple Vulnerabilities (bind_advisory30),"github-exploits, gist",AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,8,0,0,,2026-10-01 00:00:00,,,0,8,0,0,225226709_330252,8,"Package Installed Version Required Version
bind.rte 7.3.918.2802 7.3.918.2803","Pal, Pushpendu",0
Due > 30 Days,ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-07-03
Unknown",2026-07-03 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), RXENROLL",,,Medium Risk (40-59),45,"EDR, T2, AppEx, AppEX_SNOW",2026-10-01 00:00:00,2026-09-30 00:00:00,330251,,,,prdihs1a.caremarkrx.net,10.123.1.38,,IBM Advanced Interactive eXecutive (AIX) Curl Multiple Vulnerabilities (curl_advisory10),blogs,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-07-02 00:00:00,2026-08-01 00:00:00,2026-07-03 00:00:00,,0,5,0,0,,2026-10-01 00:00:00,,,0,5,0,0,225240255_330251,5,"Package Installed Version Required Version
oss.lib.libcurl 8.5.0.2 8.5.0.3
Missing public ifix:3784ma CVE-2025-14819,CVE-2026-1965,CVE-2026-3783,CVE-2026-3784,CVE-2026-5545","Pal, Pushpendu",0
